chrom,IID,phase_N50,group,sex,replicate
chr8,Y0709,20093,linked-read,male,no
chrZ,Y0709,19469,linked-read,male,no
chr2,Y0711,4334,linked-read,male,no
chr8,Y0711,4321,linked-read,male,no
chrZ,Y0711,4675,linked-read,male,no
chr2,Y0713,14236,linked-read,male,no
chr8,Y0713,13092,linked-read,male,no
chrZ,Y0713,12154,linked-read,male,no
chr2,Y0715,6500,linked-read,male,no
chr8,Y0715,6907,linked-read,male,no
chrZ,Y0715,6502,linked-read,male,no
chr2,Y0720,7067,linked-read,male,no
chr8,Y0720,6845,linked-read,male,no
chrZ,Y0720,7115,linked-read,male,no
chr2,Y0724,40780,linked-read,male,no
chr8,Y0724,30910,linked-read,male,no
chrZ,Y0724,23687,linked-read,male,no
chr2,Y0727,74403,linked-read,male,no
chr8,Y0727,48536,linked-read,male,no
chrZ,Y0727,26508,linked-read,male,no
chr2,Y0737,1080916,linked-read,male,no
chr8,Y0737,475482,linked-read,male,no
chrZ,Y0737,48727,linked-read,male,no
chr2,Y0747,7404,linked-read,male,no
chr8,Y0747,7197,linked-read,male,no
chrZ,Y0747,7210,linked-read,male,no
chr2,Y0749,12958,linked-read,male,no
chr8,Y0749,12105,linked-read,male,no
chrZ,Y0749,9559,linked-read,male,no
chr2,Y0772,27656,linked-read,male,no
chr8,Y0772,29165,linked-read,male,no
chrZ,Y0772,25176,linked-read,male,no
chr2,Y0773,7627,linked-read,male,no
chr8,Y0773,7813,linked-read,male,no
chrZ,Y0773,7513,linked-read,male,no
chr2,Y0774,19035,linked-read,male,no
chr8,Y0774,17483,linked-read,male,no
chrZ,Y0774,14730,linked-read,male,no
chr2,Y0783,78818,linked-read,male,no
chr8,Y0783,68583,linked-read,male,no
chrZ,Y0783,29228,linked-read,male,no
chr2,Y0791,28254,linked-read,male,no
chr8,Y0791,25956,linked-read,male,no
chrZ,Y0791,21900,linked-read,male,no
chr2,Y0797,147931,linked-read,male,no
chr8,Y0797,89178,linked-read,male,no
chrZ,Y0797,36743,linked-read,male,no
chr2,Y0803,15979,linked-read,male,no
chr8,Y0803,14611,linked-read,male,no
chrZ,Y0803,12536,linked-read,male,no
chr2,Y0804,62473,linked-read,male,no
chr8,Y0804,44885,linked-read,male,no
chrZ,Y0804,29453,linked-read,male,no
chr2,Y1023,7350,linked-read,male,no
chr8,Y1023,7491,linked-read,male,no
chrZ,Y1023,6899,linked-read,male,no
chr2,Y1037,65322,linked-read,male,no
chr8,Y1037,44793,linked-read,male,no
chrZ,Y1037,25745,linked-read,male,no
chr2,Y1045,25653,linked-read,male,no
chr8,Y1045,26291,linked-read,male,no
chrZ,Y1045,21351,linked-read,male,no
chr2,Y1046,39992,linked-read,male,no
chr8,Y1046,37566,linked-read,male,no
chrZ,Y1046,27968,linked-read,male,no
chr2,Y1050,15736,linked-read,male,no
chr8,Y1050,15747,linked-read,male,no
chrZ,Y1050,14773,linked-read,male,no
chr2,Y1051,30812,linked-read,male,no
chr8,Y1051,26790,linked-read,male,no
chrZ,Y1051,23297,linked-read,male,no
chr2,Y1060,11143,linked-read,male,no
chr8,Y1060,11116,linked-read,male,no
chrZ,Y1060,10889,linked-read,male,no
chr2,Y1074,24493,linked-read,male,no
chr8,Y1074,21830,linked-read,male,no
chrZ,Y1074,16227,linked-read,male,no
chr2,Y1077,42623,linked-read,male,no
chr8,Y1077,34247,linked-read,male,no
chrZ,Y1077,25538,linked-read,male,no
chr2,Y1078,78634,linked-read,male,no
chr8,Y1078,49007,linked-read,male,no
chrZ,Y1078,19992,linked-read,male,no
chr2,Y1079,615003,linked-read,male,no
chr8,Y1079,600900,linked-read,male,no
chrZ,Y1079,42752,linked-read,male,no
chr2,Y1108,17613,linked-read,male,no
chr8,Y1108,16972,linked-read,male,no
chrZ,Y1108,14597,linked-read,male,no
chr2,Y1115,233,no_HMW_DNA,male,no
chr8,Y1115,219,no_HMW_DNA,male,no
chrZ,Y1115,221,no_HMW_DNA,male,no
chr2,Y1116,17153,linked-read,male,no
chr8,Y1116,14704,linked-read,male,no
chrZ,Y1116,11996,linked-read,male,no
chr2,Y1120,14013,linked-read,male,no
chr8,Y1120,12372,linked-read,male,no
chrZ,Y1120,11879,linked-read,male,no
chr2,Y1128,16507,linked-read,male,no
chr8,Y1128,15216,linked-read,male,no
chrZ,Y1128,13998,linked-read,male,no
chr2,Y1135,18470,linked-read,male,no
chr8,Y1135,16471,linked-read,male,no
chrZ,Y1135,13808,linked-read,male,no
chr2,Y1139,161619,linked-read,male,no
chr8,Y1139,134975,linked-read,male,no
chrZ,Y1139,36669,linked-read,male,no
chr2,Y1140,16050,linked-read,male,no
chr8,Y1140,15359,linked-read,male,no
chrZ,Y1140,13393,linked-read,male,no
chr2,Y1141,11178,linked-read,male,no
chr8,Y1141,10698,linked-read,male,no
chrZ,Y1141,7585,linked-read,male,no
chr2,Y1149,23974,linked-read,male,no
chr8,Y1149,19839,linked-read,male,no
chrZ,Y1149,17788,linked-read,male,no
chr2,Y1164,74815,linked-read,male,no
chr8,Y1164,59991,linked-read,male,no
chrZ,Y1164,27789,linked-read,male,no
chr2,Y1173,29851,linked-read,male,no
chr8,Y1173,23141,linked-read,male,no
chrZ,Y1173,20766,linked-read,male,no
chr2,Y1176,827799,linked-read,male,no
chr8,Y1176,531086,linked-read,male,no
chrZ,Y1176,50863,linked-read,male,no
chr2,Y1178,493915,linked-read,male,no
chr8,Y1178,229643,linked-read,male,no
chrZ,Y1178,42716,linked-read,male,no
chr2,Y1179,42783,no_HMW_DNA,male,no
chr8,Y1179,55256,no_HMW_DNA,male,no
chrZ,Y1179,46087,no_HMW_DNA,male,no
chr2,Y1183,248497,linked-read,male,no
chr8,Y1183,159349,linked-read,male,no
chrZ,Y1183,41405,linked-read,male,no
chr2,Y1184,794586,linked-read,male,no
chr8,Y1184,539110,linked-read,male,no
chrZ,Y1184,53036,linked-read,male,no
chr2,Y1185,102311,linked-read,male,no
chr8,Y1185,78574,linked-read,male,no
chrZ,Y1185,36113,linked-read,male,no
chr2,Y1194,25991,linked-read,male,no
chr8,Y1194,23893,linked-read,male,no
chrZ,Y1194,34230,linked-read,male,no
chr2,Y1195,25712,linked-read,male,no
chr8,Y1195,22320,linked-read,male,no
chrZ,Y1195,18596,linked-read,male,no
chr2,Y1224,15322,linked-read,male,no
chr8,Y1224,13848,linked-read,male,no
chrZ,Y1224,8544,linked-read,male,no
chr2,Y1230,23944,linked-read,male,no
chr8,Y1230,21798,linked-read,male,no
chrZ,Y1230,16915,linked-read,male,no
chr2,Y1231,14038,linked-read,male,no
chr8,Y1231,13155,linked-read,male,no
chrZ,Y1231,11908,linked-read,male,no
chr2,Y1232,11651,linked-read,male,no
chr8,Y1232,11424,linked-read,male,no
chrZ,Y1232,10331,linked-read,male,no
chr2,Y1235,19276,linked-read,male,no
chr8,Y1235,17093,linked-read,male,no
chrZ,Y1235,16238,linked-read,male,no
chr2,Y1238,12765,linked-read,male,no
chr8,Y1238,12976,linked-read,male,no
chrZ,Y1238,13064,linked-read,male,no
chr2,Y1244,5993,linked-read,male,no
chr8,Y1244,6078,linked-read,male,no
chrZ,Y1244,6668,linked-read,male,no
chr2,Y1253,72768,linked-read,male,no
chr8,Y1253,64439,linked-read,male,no
chrZ,Y1253,26014,linked-read,male,no
chr2,Y1254,6741,linked-read,male,no
chr8,Y1254,6667,linked-read,male,no
chrZ,Y1254,7025,linked-read,male,no
chr2,Y1255,6765,linked-read,male,no
chr8,Y1255,6773,linked-read,male,no
chrZ,Y1255,6961,linked-read,male,no
chr2,Y1261,285,no_HMW_DNA,male,no
chr8,Y1261,338,no_HMW_DNA,male,no
chrZ,Y1261,522,no_HMW_DNA,male,no
chr2,Y1262,20625,linked-read,male,no
chr8,Y1262,19928,linked-read,male,no
chrZ,Y1262,17164,linked-read,male,no
chr2,Y1263,2034,no_HMW_DNA,male,no
chr8,Y1263,8496,no_HMW_DNA,male,no
chrZ,Y1263,12982,no_HMW_DNA,male,no
chr2,Y1265,12031,linked-read,male,no
chr8,Y1265,12340,linked-read,male,no
chrZ,Y1265,12285,linked-read,male,no
chr2,Y1268,8599,linked-read,male,no
chr8,Y1268,8754,linked-read,male,no
chrZ,Y1268,8722,linked-read,male,no
chr2,Y1270,48421,linked-read,male,no
chr8,Y1270,45999,linked-read,male,no
chrZ,Y1270,21999,linked-read,male,no
chr2,Y1273,29380,linked-read,male,no
chr8,Y1273,28228,linked-read,male,no
chrZ,Y1273,19885,linked-read,male,no
chr2,Y1274,58246,linked-read,male,no
chr8,Y1274,16625,linked-read,male,no
chrZ,Y1274,24553,linked-read,male,no
chr2,Y1275,9648,linked-read,male,no
chr8,Y1275,9236,linked-read,male,no
chrZ,Y1275,9529,linked-read,male,no
chr2,Y1277,7183,linked-read,male,no
chr8,Y1277,7079,linked-read,male,no
chrZ,Y1277,6961,linked-read,male,no
chr2,Y1280,14375,linked-read,male,no
chr8,Y1280,13738,linked-read,male,no
chrZ,Y1280,13453,linked-read,male,no
chr2,Y1281,24653,linked-read,male,no
chr8,Y1281,24035,linked-read,male,no
chrZ,Y1281,19775,linked-read,male,no
chr2,Y1284,39285,linked-read,male,no
chr8,Y1284,34409,linked-read,male,no
chrZ,Y1284,21690,linked-read,male,no
chr2,Y1285,9279,linked-read,male,no
chr8,Y1285,9034,linked-read,male,no
chrZ,Y1285,8571,linked-read,male,no
chr2,Y1286,7778,linked-read,male,no
chr8,Y1286,8149,linked-read,male,no
chrZ,Y1286,7840,linked-read,male,no
chr2,Y1292,21348,linked-read,male,no
chr8,Y1292,18135,linked-read,male,no
chrZ,Y1292,13670,linked-read,male,no
chr2,Y1295,30351,linked-read,male,no
chr8,Y1295,26398,linked-read,male,no
chrZ,Y1295,19713,linked-read,male,no
chr2,Y1298,70219,linked-read,male,no
chr8,Y1298,45764,linked-read,male,no
chrZ,Y1298,26773,linked-read,male,no
chr2,Y1308,486955,linked-read,male,no
chr8,Y1308,248018,linked-read,male,no
chrZ,Y1308,67941,linked-read,male,no
chr2,Y1310,20438,linked-read,male,no
chr8,Y1310,17105,linked-read,male,no
chrZ,Y1310,13202,linked-read,male,no
chr2,Y1312,21106,linked-read,male,no
chr8,Y1312,17238,linked-read,male,no
chrZ,Y1312,14800,linked-read,male,no
chr2,Y1316,274287,linked-read,male,no
chr8,Y1316,103016,linked-read,male,no
chrZ,Y1316,51684,linked-read,male,no
chr2,Y1322,239605,linked-read,male,no
chr8,Y1322,118863,linked-read,male,no
chrZ,Y1322,52559,linked-read,male,no
chr2,Y1328,655415,linked-read,male,no
chr8,Y1328,331850,linked-read,male,no
chrZ,Y1328,98998,linked-read,male,no
chr2,Y1334,18981,linked-read,male,no
chr8,Y1334,16631,linked-read,male,no
chrZ,Y1334,13861,linked-read,male,no
chr2,Y1338,138440,linked-read,male,no
chr8,Y1338,79675,linked-read,male,no
chrZ,Y1338,33887,linked-read,male,no
chr2,Y1343,44503,linked-read,male,no
chr8,Y1343,32834,linked-read,male,no
chrZ,Y1343,28447,linked-read,male,no
chr2,Y1344,426472,linked-read,male,no
chr8,Y1344,161447,linked-read,male,no
chrZ,Y1344,40778,linked-read,male,no
chr2,Y1355,76758,linked-read,male,no
chr8,Y1355,47969,linked-read,male,no
chrZ,Y1355,36744,linked-read,male,no
chr2,Y1356,278690,linked-read,male,no
chr8,Y1356,115414,linked-read,male,no
chrZ,Y1356,40235,linked-read,male,no
chr2,Y1362,34141,linked-read,male,no
chr8,Y1362,24919,linked-read,male,no
chrZ,Y1362,21687,linked-read,male,no
chr2,Y1364,67969,linked-read,male,no
chr8,Y1364,43419,linked-read,male,no
chrZ,Y1364,30615,linked-read,male,no
chr2,Y1378,29732,linked-read,male,no
chr8,Y1378,24019,linked-read,male,no
chrZ,Y1378,20199,linked-read,male,no
chr2,Y1390,101796,linked-read,male,no
chr8,Y1390,81345,linked-read,male,no
chrZ,Y1390,31335,linked-read,male,no
chr2,Y1405,7577,linked-read,male,no
chr8,Y1405,7392,linked-read,male,no
chrZ,Y1405,7987,linked-read,male,no
chr2,Y1414,4863,linked-read,male,no
chr8,Y1414,4900,linked-read,male,no
chrZ,Y1414,5142,linked-read,male,no
chr2,Y1417,14936,linked-read,male,no
chr8,Y1417,14273,linked-read,male,no
chrZ,Y1417,13588,linked-read,male,no
chr2,Y1419,7856,linked-read,male,no
chr8,Y1419,7673,linked-read,male,no
chrZ,Y1419,8274,linked-read,male,no
chr2,Y1426,18004,linked-read,male,no
chr8,Y1426,17296,linked-read,male,no
chrZ,Y1426,12921,linked-read,male,no
chr2,Y1427,197386,linked-read,male,no
chr8,Y1427,95138,linked-read,male,no
chrZ,Y1427,22399,linked-read,male,no
chr2,Y1428,269,no_HMW_DNA,male,no
chr8,Y1428,239,no_HMW_DNA,male,no
chrZ,Y1428,334,no_HMW_DNA,male,no
chr2,Y1433,32874,linked-read,male,no
chr8,Y1433,25590,linked-read,male,no
chrZ,Y1433,18281,linked-read,male,no
chr2,Y1437,185667,linked-read,male,no
chr8,Y1437,266685,linked-read,male,no
chrZ,Y1437,104459,linked-read,male,no
chr2,Y1444,50051,linked-read,male,no
chr8,Y1444,34343,linked-read,male,no
chrZ,Y1444,24902,linked-read,male,no
chr2,Y1445,85120,linked-read,male,no
chr8,Y1445,50017,linked-read,male,no
chrZ,Y1445,33366,linked-read,male,no
chr2,Y1447,17340,linked-read,male,no
chr8,Y1447,15908,linked-read,male,no
chrZ,Y1447,14141,linked-read,male,no
chr2,Y1449,17321,linked-read,male,no
chr8,Y1449,15771,linked-read,male,no
chrZ,Y1449,15537,linked-read,male,no
chr2,Y1455,18520,linked-read,male,no
chr8,Y1455,17109,linked-read,male,no
chrZ,Y1455,14461,linked-read,male,no
chr2,Y1464,56435,linked-read,male,no
chr8,Y1464,37067,linked-read,male,no
chrZ,Y1464,23283,linked-read,male,no
chr2,Y1469,21208,linked-read,male,no
chr8,Y1469,18230,linked-read,male,no
chrZ,Y1469,15364,linked-read,male,no
chr2,Y1473,29593,linked-read,male,no
chr8,Y1473,22839,linked-read,male,no
chrZ,Y1473,17442,linked-read,male,no
chr2,Y1488,18163,linked-read,male,no
chr8,Y1488,16190,linked-read,male,no
chrZ,Y1488,14882,linked-read,male,no
chr2,Y1501,16304,linked-read,male,no
chr8,Y1501,14539,linked-read,male,no
chrZ,Y1501,13595,linked-read,male,no
chr2,Y1510,268698,linked-read,male,no
chr8,Y1510,217497,linked-read,male,no
chrZ,Y1510,40533,linked-read,male,no
